subset,instrument,instrument_id,fold,track_id,uuid4,random
test,flute,1,3,0,flute_70,0.079032448
test,piano,2,4,0,piano_332,0.718370265
test,guitar,0,1,0,guitar_28,0.23085143
test,violin,3,7,0,violin_353,0.597950545
test,flute,1,3,0,flute_85,0.424968442
test,guitar,0,1,0,guitar_15,0.068636685
test,guitar,0,1,0,guitar_207,0.055642604
test,flute,1,3,0,flute_248,0.740858175
test,guitar,0,1,0,guitar_671,0.786868428
test,flute,1,3,0,flute_108,0.614384538
test,guitar,0,1,0,guitar_489,0.986485194
test,piano,2,4,0,piano_305,0.804683376
test,flute,1,3,0,flute_32,0.485738175
test,piano,2,4,0,piano_416,0.29221902
test,flute,1,3,0,flute_41,0.51371052
test,guitar,0,1,0,guitar_213,0.01037868
test,flute,1,3,0,flute_251,0.502478861
test,piano,2,4,0,piano_343,0.892656486
test,flute,1,3,0,flute_158,0.151842205
test,guitar,0,1,0,guitar_592,0.334793146
test,guitar,0,1,0,guitar_472,0.711832258
test,piano,2,4,0,piano_468,0.135360925
test,guitar,0,1,0,guitar_730,0.083785325
test,violin,3,7,0,violin_408,0.427338349
test,guitar,0,1,0,guitar_406,0.969888395
test,piano,2,4,0,piano_36,0.128127181
test,flute,1,3,0,flute_54,0.421791569
test,guitar,0,1,0,guitar_9,0.627025161
test,guitar,0,1,0,guitar_205,0.944364053
test,violin,3,7,0,violin_268,0.467427376
test,guitar,0,1,0,guitar_369,0.300867833
test,guitar,0,1,0,guitar_562,0.320529694
test,violin,3,7,0,violin_88,0.500785365
test,guitar,0,1,0,guitar_421,0.741750728
test,violin,3,7,0,violin_37,0.795304859
test,flute,1,3,0,flute_3,0.865416434
test,guitar,0,1,0,guitar_490,0.969956454
test,piano,2,4,0,piano_420,0.271764112
test,guitar,0,1,0,guitar_457,0.979112571
test,guitar,0,1,0,guitar_403,0.201289892
test,violin,3,7,0,violin_498,0.365122767
test,flute,1,3,0,flute_2,0.365589094
